0.0,-9.608365201572987e-05
0.005,-9.608365201572981e-05
0.01,-9.608365201572968e-05
0.015,-9.608365201572946e-05
0.02,-9.608365201572935e-05
0.025,-9.608365201572931e-05
0.03,-9.60836520157291e-05
0.035,-9.608365201572907e-05
0.04,-9.608365201572926e-05
0.045,-9.608365201572924e-05
0.05,-9.608365201572914e-05
0.055,-9.608365201572892e-05
0.06,-9.60836520157285e-05
0.065,-9.608365201572808e-05
0.07,-9.608365201572714e-05
0.075,-9.608365201572487e-05
0.08,-9.608365201571976e-05
0.085,-9.6083652015708e-05
0.09,-9.608365201568058e-05
0.095,-9.608365201561658e-05
0.1,-9.608365201546886e-05
0.105,-9.608365201512903e-05
0.11,-9.608365201435373e-05
0.115,-9.608365201259761e-05
0.12,-9.608365200864829e-05
0.125,-9.608365199983362e-05
0.13,-9.608365198030902e-05
0.135,-9.60836519373956e-05
0.14,-9.60836518438126e-05
0.145,-9.608365164135e-05
0.15,-9.60836512068488e-05
0.155,-9.608365028195865e-05
0.16,-9.608364832942375e-05
0.165,-9.608364424176932e-05
0.17,-9.608363575632739e-05
0.17500000000000002,-9.608361829172016e-05
0.18,-9.608358265586698e-05
0.185,-9.60835105749896e-05
0.19,-9.608336605806726e-05
0.195,-9.608307888429728e-05
0.2,-9.608251334809128e-05
0.20500000000000002,-9.608140970614204e-05
0.21,-9.607927562436552e-05
0.215,-9.607518704671842e-05
0.22,-9.606742680332887e-05
0.225,-9.605283583290756e-05
0.23,-9.602566125215449e-05
0.23500000000000001,-9.597553379104625e-05
0.24,-9.588395660100584e-05
0.245,-9.571827951249572e-05
0.25,-9.542147798587353e-05
0.255,-9.489502019984225e-05
0.26,-9.397049204509608e-05
0.265,-9.236317509053675e-05
0.27,-8.959703894036912e-05
0.275,-8.48850714188748e-05
0.28,-7.694080079286033e-05
0.28500000000000003,-6.368532519231462e-05
0.29,-4.179798795224061e-05
0.295,-6.036636046021948e-06
0.3,5.177638240334535e-05
0.305,0.00014424528643802622
0.31,0.00029056137162257386
0.315,0.0005195864371014423
0.32,0.0008741851723777611
0.325,0.0014172148874191217
0.33,0.002239669014951181
0.335,0.003471557264333246
0.34,0.005296178827333223
0.34500000000000003,0.00796848964236629
0.35000000000000003,0.011838259590323431
0.355,0.01737863546559543
0.36,0.02522054265006164
0.365,0.036193044532547444
0.37,0.051369309814929244
0.375,0.07211719938472795
0.38,0.10015267783873179
0.385,0.13759330419037033
0.39,0.18700801475031673
0.395,0.2514583643000759
0.4,0.3345254580824352
0.405,0.4403161334254322
0.41000000000000003,0.5734416994735613
0.41500000000000004,0.7389628791693509
0.42,0.9422956577212696
0.425,1.1890746135038974
0.43,1.4849729995830696
0.435,1.8354822649167772
0.44,2.2456576479357855
0.445,2.7198406230882926
0.45,3.261372920307692
0.455,3.872320098255549
0.46,4.553224760438637
0.465,5.3029100441921
0.47000000000000003,6.118352696582782
0.47500000000000003,6.994641771845241
0.48,7.925033857000037
0.485,8.901109103801282
0.49,9.913024775787544
0.495,10.949855226255249
0.5,12.0
